CreatedDate,pm25,pm10,aqi,co2,temperature,humidity
2018-02-12 08:31:00,57,98,98,-1,,
2018-02-12 08:32:00,61.6666666667,104.6666666667,102,-1,,
2018-02-12 08:33:00,69,109.6666666667,128,-1,,
2018-02-12 08:34:00,67.5,107,121,-1,,
2018-02-12 08:35:00,62,110.5,106,-1,,
2018-02-12 08:36:00,61.3333333333,109.3333333333,106,-1,,
2018-02-12 08:37:00,64,117,111,-1,,
2018-02-12 08:38:00,66.3333333333,120.6666666667,118,-1,,
2018-02-12 08:39:00,66,119,118,-1,,
2018-02-12 08:40:00,65,116,114,-1,,
2018-02-12 08:41:00,66.6666666667,114.6666666667,118,-1,,
2018-02-12 08:42:00,71.5,115.5,135,-1,,
2018-02-12 08:43:00,69,124.3333333333,128,-1,,
2018-02-12 08:44:00,70,128,131,-1,,
2018-02-12 08:45:00,71.5,116.5,135,-1,,
2018-02-12 08:46:00,84,136.6666666667,179,-1,,
2018-02-12 08:47:00,73,125,141,-1,,
2018-02-12 08:48:00,73.3333333333,127.6666666667,141,-1,,
2018-02-12 08:49:00,75,121.3333333333,148,-1,,
2018-02-12 08:50:00,66.6666666667,110.6666666667,118,-1,,
2018-02-12 08:51:00,69.3333333333,113.3333333333,128,-1,,
2018-02-12 08:52:00,75.3333333333,170.6666666667,148,-1,,
2018-02-12 08:53:00,89.6666666667,170.6666666667,196,-1,,
2018-02-12 08:54:00,71.6666666667,120.3333333333,135,-1,,
2018-02-12 08:55:00,71,129,135,-1,,
2018-02-12 08:56:00,73.3333333333,129,141,-1,,
2018-02-12 08:57:00,73,178,152,-1,,
2018-02-12 08:58:00,70.3333333333,115,131,-1,,
2018-02-12 08:59:00,65.3333333333,100,114,-1,,
2018-02-12 09:00:00,67.6666666667,101.3333333333,121,-1,,
2018-02-12 09:01:00,80.3333333333,151.6666666667,165,-1,,
2018-02-12 09:02:00,82.6666666667,142.6666666667,172,-1,,
2018-02-12 09:03:00,70.6666666667,112.3333333333,131,-1,,
2018-02-12 09:04:00,72.3333333333,120.6666666667,138,-1,,
2018-02-12 09:05:00,75.3333333333,134.3333333333,148,-1,,
2018-02-12 09:06:00,97,149,221,-1,,
2018-02-12 09:07:00,87.3333333333,138,189,-1,,
2018-02-12 09:08:00,99.3333333333,157,228,-1,,
2018-02-12 09:09:00,71.6666666667,116,135,-1,,
2018-02-12 09:10:00,82,150.6666666667,172,-1,,
2018-02-12 09:11:00,81,139,169,-1,,
2018-02-12 09:12:00,72.5,134,138,-1,,
2018-02-12 09:13:00,76,141.5,152,-1,,
2018-02-12 09:14:00,73.6666666667,120.3333333333,141,-1,,
2018-02-12 09:15:00,77.5,126.5,155,-1,,
2018-02-12 09:16:00,78.3333333333,141,159,-1,,
2018-02-12 09:17:00,75,131,148,-1,,
2018-02-12 09:18:00,75.5,123.5,148,-1,,
2018-02-12 09:19:00,75.3333333333,127.3333333333,148,-1,,
2018-02-12 09:20:00,83.3333333333,162.6666666667,176,-1,,
2018-02-12 09:21:00,69,107.3333333333,128,-1,,
2018-02-12 09:22:00,73.3333333333,123.3333333333,141,-1,,
2018-02-12 09:23:00,103.6666666667,178.3333333333,241,-1,,
2018-02-12 09:24:00,81,124,169,-1,,
2018-02-12 09:25:00,75,117,148,-1,,
2018-02-12 09:26:00,74.3333333333,126.3333333333,145,-1,,
2018-02-12 09:27:00,75,112.5,148,-1,,
2018-02-12 09:28:00,73,110.6666666667,141,-1,,
2018-02-12 09:29:00,97.6666666667,164.3333333333,221,-1,,
2018-02-12 09:30:00,75.6666666667,164,148,-1,,
2018-02-12 09:31:00,73.3333333333,129.6666666667,141,-1,,
2018-02-12 09:32:00,71.6666666667,125.3333333333,135,-1,,
2018-02-12 09:33:00,75,126,148,-1,,
2018-02-12 09:34:00,70.5,105,131,-1,,
2018-02-12 09:35:00,81.6666666667,127.6666666667,169,-1,,
2018-02-12 09:36:00,118,175.5,293,-1,,
2018-02-12 09:37:00,86.3333333333,175,186,-1,,
2018-02-12 09:38:00,77,144.5,155,-1,,
2018-02-12 09:39:00,100.3333333333,212.3333333333,231,-1,,
2018-02-12 09:40:00,97,228,221,-1,,
2018-02-12 09:41:00,114.6666666667,252.3333333333,279,-1,,
2018-02-12 09:42:00,146.6666666667,266,320,-1,,
2018-02-12 09:43:00,148.5,247.5,321,-1,,
2018-02-12 09:44:00,89.6666666667,206,196,-1,,
2018-02-12 09:45:00,82.3333333333,199,172,-1,,
2018-02-12 09:46:00,81,132,169,-1,,
2018-02-12 09:47:00,87,206,189,-1,,
2018-02-12 09:48:00,94.5,166,211,-1,,
2018-02-12 09:49:00,104.3333333333,166.6666666667,245,-1,,
2018-02-12 09:50:00,99.5,152.5,228,-1,,
2018-02-12 09:51:00,99.5,171,228,-1,,
2018-02-12 09:52:00,110.6666666667,219.6666666667,265,-1,,
2018-02-12 09:53:00,120,236,300,-1,,
2018-02-12 09:54:00,145.6666666667,383.6666666667,341,-1,,
2018-02-12 09:55:00,145.6666666667,284.3333333333,319,-1,,
2018-02-12 09:56:00,120.6666666667,273.3333333333,300,-1,,
2018-02-12 09:57:00,104.5,233.5,245,-1,,
2018-02-12 09:58:00,92.3333333333,172.6666666667,204,-1,,
2018-02-12 09:59:00,83,127.6666666667,176,-1,,
2018-02-12 10:00:00,83.3333333333,149,176,-1,,
2018-02-12 10:01:00,87.6666666667,178.6666666667,189,-1,,
2018-02-12 10:02:00,87.3333333333,171,189,-1,,
2018-02-12 10:03:00,96.6666666667,209,218,-1,,
2018-02-12 10:04:00,86,151,186,-1,,
2018-02-12 10:05:00,106,195,252,-1,,
2018-02-12 10:06:00,153,259,325,-1,,
2018-02-12 10:07:00,108.3333333333,200.6666666667,259,-1,,
2018-02-12 10:08:00,92,172.3333333333,204,-1,,
2018-02-12 10:09:00,85,181,182,-1,,
2018-02-12 10:10:00,81.6666666667,148.6666666667,169,-1,,
2018-02-12 10:11:00,79.5,138.5,162,-1,,
2018-02-12 10:12:00,79.3333333333,151,162,-1,,
2018-02-12 10:13:00,82.5,139.5,172,-1,,
2018-02-12 10:14:00,90.5,164,200,-1,,
2018-02-12 10:16:00,94,173,211,-1,,
2018-02-12 10:17:00,87,143,189,-1,,
2018-02-12 10:18:00,82.5,131.5,172,-1,,
2018-02-12 10:19:00,88,212.5,193,-1,,
2018-02-12 10:20:00,95.5,246.5,214,-1,,
2018-02-12 10:21:00,95,202,214,-1,,
2018-02-12 10:22:00,104,189,245,-1,,
2018-02-12 10:23:00,112,193.5,272,-1,,
2018-02-12 10:24:00,94,202.5,211,-1,,
2018-02-12 10:25:00,79,145,162,-1,,
2018-02-12 10:26:00,82,127,172,-1,,
2018-02-12 10:27:00,78,121,159,-1,,
2018-02-12 10:28:00,81,133.5,169,-1,,
2018-02-12 10:29:00,88,149.5,193,-1,,
2018-02-12 10:30:00,89,173,196,-1,,
2018-02-12 10:31:00,94,166,211,-1,,
2018-02-12 10:32:00,89,142,196,-1,,
2018-02-12 10:33:00,83.5,139.5,176,-1,,
2018-02-12 10:34:00,155.5,227,327,-1,,
2018-02-12 10:35:00,88,134,193,-1,,
2018-02-12 10:36:00,99,147,228,-1,,
2018-02-12 10:37:00,109.5,171.5,262,-1,,
2018-02-12 10:38:00,88.5,157,193,-1,,
2018-02-12 10:39:00,93,160,207,-1,,
2018-02-12 10:40:00,143,238.5,317,-1,,
2018-02-12 10:41:00,86,131,186,-1,,
2018-02-12 10:42:00,74,124,145,-1,,
2018-02-12 10:43:00,78,127,159,-1,,
2018-02-12 10:44:00,77,124.5,155,-1,,
2018-02-12 10:45:00,77,119,155,-1,,
2018-02-12 10:46:00,93,161.5,207,-1,,
2018-02-12 10:47:00,81,158.5,169,-1,,
2018-02-12 10:48:00,81,125.5,169,-1,,
2018-02-12 10:49:00,84.5,116.5,179,-1,,
2018-02-12 10:50:00,82,131,172,-1,,
2018-02-12 10:51:00,75,137,148,-1,,
2018-02-12 10:52:00,78,128.5,159,-1,,
2018-02-12 10:53:00,76,129,152,-1,,
2018-02-12 10:54:00,76.5,128.5,152,-1,,
2018-02-12 10:55:00,73.5,106.5,141,-1,,
2018-02-12 10:56:00,73,105.5,141,-1,,
2018-02-12 10:57:00,80.5,121,165,-1,,
2018-02-12 10:58:00,83,132,176,-1,,
2018-02-12 10:59:00,78.5,124,159,-1,,
2018-02-12 11:00:00,75.5,126,148,-1,,
2018-02-12 11:01:00,92,139.5,204,-1,,
2018-02-12 11:02:00,76.5,130,152,-1,,
2018-02-12 11:03:00,73,127,141,-1,,
2018-02-12 11:04:00,67,127.5,121,-1,,
2018-02-12 11:05:00,72.5,120.5,138,-1,,
2018-02-12 11:06:00,69,105,128,-1,,
2018-02-12 11:07:00,72,118.5,138,-1,,
2018-02-12 11:08:00,74.5,139,145,-1,,
2018-02-12 11:09:00,99,151.5,228,-1,,
2018-02-12 11:10:00,81.5,127.5,169,-1,,
2018-02-12 11:11:00,73,116,141,-1,,
2018-02-12 11:12:00,73,112,141,-1,,
2018-02-12 11:13:00,73,130,141,-1,,
2018-02-12 11:14:00,84,155,179,-1,,
2018-02-12 11:15:00,79,145,162,-1,,
2018-02-12 11:16:00,77,158,155,-1,,
2018-02-12 11:17:00,126.5,229.5,304,-1,,
2018-02-12 11:18:00,90,199,200,-1,,
2018-02-12 11:19:00,91.5,160,201,-1,,
2018-02-12 11:20:00,75,130.5,148,-1,,
2018-02-12 11:21:00,82,171,172,-1,,
2018-02-12 11:22:00,106,265.5,252,-1,,
2018-02-12 11:23:00,98,210.5,224,-1,,
2018-02-12 11:24:00,79,150,162,-1,,
2018-02-12 11:25:00,76,124,152,-1,,
2018-02-12 11:26:00,108.5,153.5,259,-1,,
2018-02-12 11:27:00,74,131,145,-1,,
