CreatedDate,pm25,pm10,aqi,co2,temperature,humidity
2018-02-07 08:25:00,107.5,216,255,-1,-1,-1
2018-02-07 08:26:00,114.3333333333,221.6666666667,279,-1,-1,-1
2018-02-07 08:27:00,119.3333333333,225.6666666667,296,-1,-1,-1
2018-02-07 08:28:00,116.5,244.5,286,-1,-1,-1
2018-02-07 08:29:00,115,225.6666666667,282,-1,-1,-1
2018-02-07 08:30:00,114,195,279,-1,-1,-1
2018-02-07 08:31:00,112.6666666667,192.3333333333,272,-1,-1,-1
2018-02-07 08:32:00,112,206,272,-1,-1,-1
2018-02-07 08:33:00,111,230.5,269,-1,-1,-1
2018-02-07 08:34:00,111.6666666667,208.6666666667,269,-1,-1,-1
2018-02-07 08:35:00,118.5,201.5,293,-1,-1,-1
2018-02-07 08:36:00,114.6666666667,192.6666666667,279,-1,-1,-1
2018-02-07 08:37:00,112,187.5,272,-1,-1,-1
2018-02-07 08:38:00,129.5,221.5,307,-1,-1,-1
2018-02-07 08:40:00,114,243,279,-1,0,0
2018-02-07 08:41:00,110.5,203.5,265,-1,0,0
2018-02-07 08:42:00,104.5,184.5,245,-1,0,0
2018-02-07 08:43:00,101.5,172,235,-1,0,0
2018-02-07 08:44:00,101,176,235,-1,0,0
2018-02-07 08:45:00,108.5,189,259,-1,0,0
2018-02-07 08:46:00,110.5,200.5,265,-1,0,0
2018-02-07 08:47:00,110.5,205,265,-1,0,0
2018-02-07 08:48:00,100,174.5,231,-1,0,0
2018-02-07 08:49:00,107.5,176,255,-1,0,0
2018-02-07 08:50:00,104,194,245,-1,0,0
2018-02-07 08:51:00,132,246,309,-1,0,0
2018-02-07 08:52:00,161.5,280,331,-1,0,0
2018-02-07 08:53:00,151.5,370.5,324,-1,0,0
2018-02-07 08:54:00,149,322,322,-1,0,0
2018-02-07 08:55:00,144.5,368,322,-1,0,0
2018-02-07 08:56:00,121,249.5,301,-1,0,0
2018-02-07 08:57:00,138.5,297.5,314,-1,0,0
2018-02-07 08:58:00,155.5,335,327,-1,0,0
2018-02-07 08:59:00,133.5,255,310,-1,0,0
2018-02-07 09:00:00,120,258,300,-1,0,0
2018-02-07 09:01:00,187.5,298,351,-1,0,0
2018-02-07 09:02:00,105,192,248,-1,0,0
2018-02-07 09:03:00,113,184,276,-1,0,0
2018-02-07 09:04:00,99,187.5,228,-1,0,0
2018-02-07 09:05:00,101.5,186.5,235,-1,0,0
2018-02-07 09:06:00,124,254,303,-1,0,0
2018-02-07 09:07:00,122,236,301,-1,0,0
2018-02-07 09:08:00,128,236.5,306,-1,0,0
2018-02-07 09:09:00,139,245,314,-1,0,0
2018-02-07 09:10:00,145,238,319,-1,0,0
2018-02-07 09:11:00,116.5,206,286,-1,0,0
2018-02-07 09:12:00,124,246,303,-1,0,0
2018-02-07 09:13:00,120,220,300,-1,0,0
2018-02-07 09:14:00,120.5,210,300,-1,0,0
2018-02-07 09:15:00,129.5,263.5,307,-1,0,0
2018-02-07 09:16:00,129.5,242,307,-1,0,0
2018-02-07 09:17:00,122,230.5,301,-1,0,0
2018-02-07 09:18:00,119.5,235,296,-1,0,0
2018-02-07 09:19:00,123,227,302,-1,0,0
2018-02-07 09:20:00,124,235,303,-1,0,0
2018-02-07 09:21:00,122,225,301,-1,0,0
2018-02-07 09:22:00,157.5,244,328,-1,0,0
2018-02-07 09:23:00,110,181.5,265,-1,0,0
2018-02-07 09:24:00,116,221,286,-1,0,0
2018-02-07 09:25:00,134,243,310,-1,0,0
2018-02-07 09:26:00,118,198,293,-1,0,0
2018-02-07 09:27:00,114,178,279,-1,0,0
2018-02-07 09:28:00,120.5,195.5,300,-1,0,0
2018-02-07 09:29:00,106,174.5,252,-1,0,0
2018-02-07 09:30:00,103.5,178.5,241,-1,0,0
2018-02-07 09:31:00,110,186,265,-1,0,0
2018-02-07 09:32:00,112,182.5,272,-1,0,0
2018-02-07 09:33:00,110.5,207.5,265,-1,0,0
2018-02-07 09:34:00,116.5,232.5,286,-1,0,0
2018-02-07 09:35:00,112,207.5,272,-1,0,0
2018-02-07 09:36:00,110,197,265,-1,0,0
2018-02-07 09:37:00,104.5,199.5,245,-1,0,0
2018-02-07 09:38:00,105.5,222.5,248,-1,0,0
2018-02-07 09:39:00,114,258,279,-1,0,0
2018-02-07 09:40:00,107,240,255,-1,0,0
2018-02-07 09:41:00,102,202.5,238,-1,0,0
2018-02-07 09:42:00,97.5,162.5,221,-1,0,0
2018-02-07 09:43:00,105,194.5,248,-1,0,0
2018-02-07 09:44:00,99,166,228,-1,0,0
2018-02-07 09:45:00,95,162,214,-1,0,0
2018-02-07 09:46:00,98,194,224,-1,0,0
2018-02-07 09:47:00,143.5,234.5,317,-1,0,0
2018-02-07 09:48:00,99.5,173.5,228,-1,0,0
2018-02-07 09:49:00,102.5,214.5,238,-1,0,0
2018-02-07 09:50:00,114,228,279,-1,0,0
2018-02-07 09:51:00,109,245,262,-1,0,0
2018-02-07 09:52:00,107,248,255,-1,0,0
2018-02-07 09:53:00,112,264,272,-1,0,0
2018-02-07 09:54:00,112,228.5,272,-1,0,0
2018-02-07 09:55:00,122,218,301,-1,0,0
2018-02-07 09:56:00,107.5,210,255,-1,0,0
2018-02-07 09:57:00,93.5,151.5,207,-1,0,0
2018-02-07 09:58:00,100,167,231,-1,0,0
2018-02-07 09:59:00,121.5,198,301,-1,0,0
2018-02-07 10:00:00,95,168,214,-1,0,0
2018-02-07 10:01:00,94.5,165,211,-1,0,0
2018-02-07 10:02:00,90,161,200,-1,0,0
2018-02-07 10:03:00,86,150,186,-1,0,0
2018-02-07 10:04:00,84.5,145.5,179,-1,0,0
2018-02-07 10:05:00,90.5,208,200,-1,0,0
2018-02-07 10:06:00,85.5,152.5,182,-1,0,0
2018-02-07 10:07:00,99,178.5,228,-1,0,0
2018-02-07 10:08:00,92.5,164.5,204,-1,0,0
2018-02-07 10:09:00,110,208,265,-1,0,0
2018-02-07 10:10:00,99.5,179.5,228,-1,0,0
2018-02-07 10:11:00,99,180.5,228,-1,0,0
2018-02-07 10:12:00,96,160.5,218,-1,0,0
2018-02-07 10:13:00,113.5,210,276,-1,0,0
2018-02-07 10:14:00,118,257.5,293,-1,0,0
2018-02-07 10:15:00,99,205,228,-1,0,0
2018-02-07 10:16:00,91,162.5,201,-1,0,0
2018-02-07 10:17:00,97,179,221,-1,0,0
2018-02-07 10:18:00,99,193,228,-1,0,0
2018-02-07 10:19:00,100.5,248,231,-1,0,0
2018-02-07 10:20:00,107,257,255,-1,0,0
2018-02-07 10:21:00,106,240,252,-1,0,0
2018-02-07 10:22:00,94.5,192,211,-1,0,0
2018-02-07 10:23:00,119.5,234.5,296,-1,0,0
