CreatedDate,pm25,pm10,aqi,co2,temperature,humidity
2018-02-14 08:22:00,115.0,191.33333333333334,282,-1.0
2018-02-14 08:23:00,119.0,196.0,296,-1.0
2018-02-14 08:24:00,119.33333333333333,205.0,296,-1.0
2018-02-14 08:25:00,120.0,200.5,300,-1.0
2018-02-14 08:26:00,117.33333333333333,199.66666666666666,289,-1.0
2018-02-14 08:28:00,107.0,187.0,255,-1.0
2018-02-14 08:29:00,105.5,171.0,248,-1.0
2018-02-14 08:30:00,107.0,176.0,255,-1.0
2018-02-14 08:31:00,108.5,182.5,259,-1.0
2018-02-14 08:32:00,104.5,173.0,245,-1.0
2018-02-14 08:33:00,107.5,182.5,255,-1.0
2018-02-14 08:34:00,119.5,184.0,296,-1.0
2018-02-14 08:35:00,107.5,175.0,255,-1.0
2018-02-14 08:36:00,115.0,175.0,282,-1.0
2018-02-14 08:37:00,111.0,178.0,269,-1.0
2018-02-14 08:38:00,111.0,173.5,269,-1.0
2018-02-14 08:39:00,104.5,163.0,245,-1.0
2018-02-14 08:40:00,112.0,198.0,272,-1.0
2018-02-14 08:41:00,110.5,209.0,265,-1.0
2018-02-14 08:42:00,104.5,172.0,245,-1.0
2018-02-14 08:43:00,127.0,191.0,305,-1.0
2018-02-14 08:44:00,102.5,179.5,238,-1.0
2018-02-14 08:45:00,104.0,166.0,245,-1.0
2018-02-14 08:46:00,119.0,185.5,296,-1.0
2018-02-14 08:47:00,96.0,140.5,218,-1.0
2018-02-14 08:48:00,99.0,155.0,228,-1.0
2018-02-14 08:49:00,104.5,184.5,245,-1.0
2018-02-14 08:50:00,101.5,165.5,235,-1.0
2018-02-14 08:51:00,101.0,160.0,235,-1.0
2018-02-14 08:52:00,104.0,162.5,245,-1.0
2018-02-14 08:53:00,102.0,153.5,238,-1.0
2018-02-14 08:54:00,145.5,207.5,319,-1.0
2018-02-14 08:55:00,106.5,166.5,252,-1.0
2018-02-14 08:56:00,100.0,160.0,231,-1.0
2018-02-14 08:57:00,149.0,207.0,322,-1.0
2018-02-14 08:58:00,120.0,176.0,300,-1.0
2018-02-14 08:59:00,123.0,187.0,302,-1.0
2018-02-14 09:00:00,119.5,189.5,296,-1.0
2018-02-14 09:01:00,108.0,166.0,259,-1.0
2018-02-14 09:02:00,116.5,180.0,286,-1.0
2018-02-14 09:03:00,116.5,219.0,286,-1.0
2018-02-14 09:04:00,121.0,232.5,301,-1.0
2018-02-14 09:05:00,105.0,189.0,248,-1.0
2018-02-14 09:06:00,124.5,211.5,303,-1.0
2018-02-14 09:07:00,119.0,197.0,296,-1.0
2018-02-14 09:08:00,112.0,182.5,272,-1.0
2018-02-14 09:09:00,103.0,190.5,241,-1.0
2018-02-14 09:10:00,101.0,194.0,235,-1.0
2018-02-14 09:11:00,119.5,258.5,296,-1.0
2018-02-14 09:12:00,104.5,184.0,245,-1.0
2018-02-14 09:13:00,104.5,181.0,245,-1.0
2018-02-14 09:14:00,105.0,173.0,248,-1.0
2018-02-14 09:15:00,107.5,181.0,255,-1.0
2018-02-14 09:16:00,181.0,255.5,347,-1.0
2018-02-14 09:17:00,170.0,250.0,338,-1.0
2018-02-14 09:18:00,112.0,208.5,272,-1.0
2018-02-14 09:19:00,100.5,162.5,231,-1.0
2018-02-14 09:20:00,117.5,237.5,289,-1.0
2018-02-14 09:21:00,110.0,220.0,265,-1.0
2018-02-14 09:22:00,124.0,215.5,303,-1.0
2018-02-14 09:23:00,126.0,228.0,304,-1.0
2018-02-14 09:24:00,141.0,240.0,316,-1.0
2018-02-14 09:25:00,140.0,231.5,315,-1.0
2018-02-14 09:26:00,122.0,186.5,301,-1.0
2018-02-14 09:27:00,134.0,220.5,310,-1.0
2018-02-14 09:28:00,126.0,194.0,304,-1.0
2018-02-14 09:29:00,147.0,245.0,320,-1.0
2018-02-14 09:30:00,135.5,231.0,311,-1.0
2018-02-14 09:31:00,111.5,181.5,269,-1.0
2018-02-14 09:32:00,111.0,189.0,269,-1.0
2018-02-14 09:33:00,108.5,178.0,259,-1.0
2018-02-14 09:34:00,117.0,186.5,289,-1.0
2018-02-14 09:35:00,129.0,225.0,307,-1.0
2018-02-14 09:36:00,113.0,176.5,276,-1.0
2018-02-14 09:37:00,126.0,210.0,304,-1.0
2018-02-14 09:38:00,109.0,169.5,262,-1.0
2018-02-14 09:39:00,98.0,144.0,224,-1.0
2018-02-14 09:40:00,126.5,184.0,304,-1.0
2018-02-14 09:41:00,116.5,173.0,286,-1.0
2018-02-14 09:42:00,111.0,168.0,269,-1.0
2018-02-14 09:43:00,94.5,146.0,211,-1.0
2018-02-14 09:44:00,104.5,219.5,245,-1.0
2018-02-14 09:45:00,97.5,181.5,221,-1.0
2018-02-14 09:46:00,95.0,163.0,214,-1.0
2018-02-14 09:47:00,104.5,160.0,245,-1.0
2018-02-14 09:48:00,96.5,147.5,218,-1.0
2018-02-14 09:49:00,98.0,152.5,224,-1.0
2018-02-14 09:50:00,98.0,144.0,224,-1.0
2018-02-14 09:51:00,96.0,138.0,218,-1.0
2018-02-14 09:52:00,111.0,174.5,269,-1.0
2018-02-14 09:53:00,119.0,173.0,296,-1.0
2018-02-14 09:54:00,109.0,185.0,262,-1.0
2018-02-14 09:55:00,97.5,163.0,221,-1.0
2018-02-14 09:56:00,110.5,185.0,265,-1.0
2018-02-14 09:57:00,99.5,161.5,228,-1.0
2018-02-14 09:58:00,115.5,180.5,282,-1.0
2018-02-14 09:59:00,135.0,196.0,311,-1.0
2018-02-14 10:00:00,150.5,249.5,323,-1.0
2018-02-14 10:01:00,101.5,181.0,235,-1.0
2018-02-14 10:02:00,98.0,155.0,224,-1.0
2018-02-14 10:03:00,104.0,182.5,245,-1.0
2018-02-14 10:04:00,95.5,169.5,214,-1.0
2018-02-14 10:05:00,92.5,155.0,204,-1.0
2018-02-14 10:06:00,102.0,203.0,238,-1.0
2018-02-14 10:07:00,116.0,205.5,286,-1.0
2018-02-14 10:08:00,124.0,183.0,303,-1.0
2018-02-14 10:09:00,123.5,178.5,302,-1.0
2018-02-14 10:10:00,116.5,207.5,286,-1.0
2018-02-14 10:11:00,111.0,192.0,269,-1.0
2018-02-14 10:12:00,104.5,165.5,245,-1.0
2018-02-14 10:13:00,101.5,212.5,235,-1.0
2018-02-14 10:14:00,107.0,218.0,255,-1.0
2018-02-14 10:15:00,88.0,150.0,193,-1.0
2018-02-14 10:16:00,97.0,188.0,221,-1.0
2018-02-14 10:17:00,101.0,153.0,235,-1.0
2018-02-14 10:18:00,91.5,139.0,201,-1.0
2018-02-14 10:19:00,84.5,125.0,179,-1.0
2018-02-14 10:20:00,92.0,153.0,204,-1.0
2018-02-14 10:21:00,91.5,164.0,201,-1.0
2018-02-14 10:22:00,91.0,147.0,201,-1.0
2018-02-14 10:23:00,84.0,121.0,179,-1.0
2018-02-14 10:24:00,82.0,119.5,172,-1.0
2018-02-14 10:25:00,114.0,165.5,279,-1.0
2018-02-14 10:26:00,151.0,221.5,324,-1.0
2018-02-14 10:27:00,105.0,228.0,248,-1.0
2018-02-14 10:28:00,78.0,130.0,159,-1.0
2018-02-14 10:29:00,74.0,110.0,145,-1.0
2018-02-14 10:30:00,77.0,122.5,155,-1.0
2018-02-14 10:31:00,95.0,147.0,214,-1.0
2018-02-14 10:32:00,82.5,139.0,172,-1.0
2018-02-14 10:33:00,85.0,137.0,182,-1.0
2018-02-14 10:34:00,83.5,136.5,176,-1.0
2018-02-14 10:35:00,80.0,144.5,165,-1.0
2018-02-14 10:36:00,74.5,115.5,145,-1.0
2018-02-14 10:37:00,70.0,103.0,131,-1.0
2018-02-14 10:38:00,73.0,119.0,141,-1.0
2018-02-14 10:39:00,76.5,117.5,152,-1.0
2018-02-14 10:40:00,74.0,116.0,145,-1.0
2018-02-14 10:41:00,75.0,123.0,148,-1.0
2018-02-14 10:42:00,71.0,105.0,135,-1.0
2018-02-14 10:43:00,72.5,109.5,138,-1.0
2018-02-14 16:07:00,44.0,101.5,101,-1.0
2018-02-14 16:08:00,42.0,81.0,81,-1.0
2018-02-14 16:10:00,38.0,72.0,72,-1.0
2018-02-14 16:11:00,41.0,84.5,84,-1.0
2018-02-14 16:12:00,41.5,85.5,85,-1.0
2018-02-14 16:13:00,43.666666666666664,71.66666666666667,71,-1.0
2018-02-14 16:14:00,43.0,81.0,81,-1.0
2018-02-14 16:15:00,44.0,98.0,98,-1.0
2018-02-14 16:16:00,59.666666666666664,108.66666666666667,105,-1.0
2018-02-14 16:17:00,85.5,145.5,182,-1.0
2018-02-14 16:18:00,69.0,109.66666666666667,128,-1.0
2018-02-14 16:19:00,43.0,61.5,71,-1.0
2018-02-14 16:20:00,47.0,75.5,78,-1.0
2018-02-14 16:21:00,46.666666666666664,80.0,80,-1.0
2018-02-14 16:22:00,43.5,62.5,71,-1.0
2018-02-14 16:23:00,43.666666666666664,76.0,76,-1.0
2018-02-14 16:24:00,40.0,63.5,66,-1.0
2018-02-14 16:25:00,47.5,73.0,78,-1.0
2018-02-14 16:26:00,44.333333333333336,69.0,72,-1.0
2018-02-14 16:27:00,42.5,69.5,69,-1.0
2018-02-14 16:28:00,45.333333333333336,71.33333333333333,74,-1.0
2018-02-14 16:29:00,45.5,86.0,86,-1.0
2018-02-14 16:30:00,44.0,70.66666666666667,72,-1.0
2018-02-14 16:31:00,44.666666666666664,67.33333333333333,72,-1.0
2018-02-14 16:32:00,46.333333333333336,81.0,81,-1.0
2018-02-14 16:33:00,45.0,79.33333333333333,79,-1.0
2018-02-14 16:34:00,40.0,67.66666666666667,67,-1.0
2018-02-14 16:35:00,40.333333333333336,72.33333333333333,72,-1.0
2018-02-14 16:36:00,39.333333333333336,70.66666666666667,70,-1.0
2018-02-14 16:37:00,51.0,89.66666666666667,89,-1.0
2018-02-14 16:38:00,41.333333333333336,68.66666666666667,68,-1.0
2018-02-14 16:39:00,38.0,60.333333333333336,62,-1.0
2018-02-14 16:40:00,40.666666666666664,72.0,72,-1.0
2018-02-14 16:41:00,43.0,78.5,78,-1.0
2018-02-14 16:42:00,42.333333333333336,82.0,82,-1.0
2018-02-14 16:43:00,54.333333333333336,100.66666666666667,100,-1.0
2018-02-14 16:44:00,51.666666666666664,122.66666666666667,114,-1.0
2018-02-14 16:45:00,49.0,109.66666666666667,106,-1.0
2018-02-14 16:46:00,54.333333333333336,152.0,134,-1.0
2018-02-14 16:47:00,61.666666666666664,142.33333333333334,128,-1.0
2018-02-14 16:48:00,54.333333333333336,103.0,102,-1.0
2018-02-14 16:49:00,66.66666666666667,131.33333333333334,120,-1.0
2018-02-14 16:50:00,110.66666666666667,252.0,265,-1.0
2018-02-14 16:51:00,178.66666666666666,280.6666666666667,344,-1.0
2018-02-14 16:52:00,107.66666666666667,191.0,255,-1.0
2018-02-14 16:53:00,157.66666666666666,273.3333333333333,328,-1.0
2018-02-14 16:54:00,115.0,276.0,282,-1.0
2018-02-14 16:55:00,200.66666666666666,340.3333333333333,361,-1.0
2018-02-14 16:56:00,66.0,178.5,152,-1.0
2018-02-14 16:57:00,59.0,180.66666666666666,153,-1.0
2018-02-14 16:58:00,80.0,188.5,165,-1.0
2018-02-14 16:59:00,143.5,245.5,317,-1.0
2018-02-14 17:01:00,70.0,153.0,135,-1.0
2018-02-14 17:02:00,52.0,110.0,106,-1.0
2018-02-14 17:03:00,71.5,138.0,135,-1.0
2018-02-14 17:04:00,95.5,164.0,214,-1.0
2018-02-14 17:05:00,52.0,106.0,104,-1.0
2018-02-14 17:06:00,53.0,101.5,101,-1.0
2018-02-14 17:07:00,66.5,137.5,124,-1.0
2018-02-14 17:08:00,52.5,153.0,135,-1.0
2018-02-14 17:09:00,48.0,139.5,126,-1.0
2018-02-14 17:10:00,66.5,252.5,202,-1.0
2018-02-14 17:11:00,57.0,210.0,173,-1.0
2018-02-14 17:12:00,52.0,126.0,117,-1.0
2018-02-14 17:13:00,49.5,90.5,90,-1.0
2018-02-14 17:14:00,57.0,87.0,94,-1.0
2018-02-14 17:15:00,44.0,63.0,72,-1.0
2018-02-14 17:16:00,62.0,100.0,104,-1.0
2018-02-14 17:17:00,59.0,93.5,98,-1.0
2018-02-14 17:19:00,56.0,116.5,110,-1.0
2018-02-14 17:20:00,51.5,84.5,84,-1.0
2018-02-14 17:21:00,48.0,79.5,79,-1.0
2018-02-14 17:22:00,51.0,100.0,100,-1.0
2018-02-14 17:23:00,76.5,126.0,152,-1.0
2018-02-14 17:24:00,63.0,127.5,118,-1.0
2018-02-14 17:25:00,62.0,119.0,112,-1.0
2018-02-14 17:26:00,144.5,195.0,318,-1.0
2018-02-14 17:27:00,58.0,157.0,138,-1.0
2018-02-14 17:28:00,60.5,128.5,118,-1.0
2018-02-14 17:29:00,80.5,177.0,165,-1.0
2018-02-14 17:30:00,121.5,260.0,301,-1.0
2018-02-14 17:31:00,116.5,355.5,306,-1.0
2018-02-14 17:32:00,54.0,149.0,132,-1.0
2018-02-14 17:33:00,48.0,100.5,100,-1.0
2018-02-14 17:34:00,54.0,106.5,104,-1.0
2018-02-14 17:35:00,47.5,81.5,81,-1.0
2018-02-14 17:36:00,46.0,75.5,76,-1.0
2018-02-14 17:37:00,49.0,82.0,82,-1.0
2018-02-14 17:38:00,66.5,99.0,118,-1.0
2018-02-14 17:39:00,82.5,127.5,172,-1.0
2018-02-14 17:40:00,48.0,76.0,79,-1.0
2018-02-14 17:41:00,53.5,89.5,89,-1.0
2018-02-14 17:42:00,51.5,102.0,101,-1.0
2018-02-14 17:43:00,53.0,94.5,94,-1.0
2018-02-14 17:44:00,85.0,127.0,182,-1.0
2018-02-14 17:45:00,69.5,193.0,162,-1.0
2018-02-14 17:46:00,55.0,142.0,128,-1.0
2018-02-14 17:47:00,60.0,153.0,135,-1.0
