CreatedDate,pm25,pm10,aqi,co2,temperature,humidity
2018-02-05 00:00:00,29,48,48,-1,0,0
2018-02-05 00:01:00,28,49.5,49,-1,0,0
2018-02-05 00:02:00,28.5,53,53,-1,0,0
2018-02-05 00:03:00,27,49,49,-1,0,0
2018-02-05 00:04:00,29,44.5,48,-1,0,0
2018-02-05 00:05:00,29,47,48,-1,0,0
2018-02-05 00:06:00,27,45.5,45,-1,0,0
2018-02-05 00:07:00,27,46,46,-1,0,0
2018-02-05 00:08:00,28,48,48,-1,0,0
2018-02-05 00:09:00,28,50.5,50,-1,0,0
2018-02-05 00:10:00,28,47,47,-1,0,0
2018-02-05 00:11:00,28,50,50,-1,0,0
2018-02-05 00:12:00,29,51,51,-1,0,0
2018-02-05 00:13:00,28,48,48,-1,0,0
2018-02-05 00:14:00,28,48.5,48,-1,0,0
2018-02-05 00:15:00,27,45.5,45,-1,0,0
2018-02-05 00:16:00,28,44,46,-1,0,0
2018-02-05 00:17:00,29,49,49,-1,0,0
2018-02-05 00:18:00,28,46,46,-1,0,0
2018-02-05 00:19:00,28,46,46,-1,0,0
2018-02-05 00:20:00,28,47,47,-1,0,0
2018-02-05 00:21:00,27,48,48,-1,0,0
2018-02-05 00:22:00,29,49,49,-1,0,0
2018-02-05 00:23:00,28,48,48,-1,0,0
2018-02-05 00:24:00,28,46,46,-1,0,0
2018-02-05 00:25:00,27,46.5,46,-1,0,0
2018-02-05 00:26:00,29,49,49,-1,0,0
2018-02-05 00:27:00,27,47.5,47,-1,0,0
2018-02-05 00:28:00,29,49.5,49,-1,0,0
2018-02-05 00:29:00,29,46.5,48,-1,0,0
2018-02-05 00:30:00,28,48,48,-1,0,0
2018-02-05 00:31:00,28,46,46,-1,0,0
2018-02-05 00:32:00,29,48,48,-1,0,0
2018-02-05 00:33:00,29.5,48,48,-1,0,0
2018-02-05 00:34:00,29,48,48,-1,0,0
2018-02-05 00:35:00,29,48,48,-1,0,0
2018-02-05 00:36:00,29,50.5,50,-1,0,0
2018-02-05 00:37:00,28,48,48,-1,0,0
2018-02-05 00:38:00,28,47,47,-1,0,0
2018-02-05 00:39:00,27,44.5,45,-1,0,0
2018-02-05 00:40:00,29,48.5,48,-1,0,0
2018-02-05 00:41:00,29,51.5,51,-1,0,0
2018-02-05 00:42:00,29,50,50,-1,0,0
2018-02-05 00:43:00,28,47,47,-1,0,0
2018-02-05 00:44:00,29,45.5,48,-1,0,0
2018-02-05 00:45:00,30,51.5,51,-1,0,0
2018-02-05 00:46:00,28,46,46,-1,0,0
2018-02-05 00:47:00,28,45.5,46,-1,0,0
2018-02-05 00:48:00,28,48.5,48,-1,0,0
2018-02-05 00:49:00,28,45.5,46,-1,0,0
2018-02-05 00:50:00,28,48,48,-1,0,0
2018-02-05 00:51:00,29.5,48,48,-1,0,0
2018-02-05 00:52:00,29.5,48,48,-1,0,0
2018-02-05 00:53:00,28,45.5,46,-1,0,0
2018-02-05 00:54:00,27,43,45,-1,0,0
2018-02-05 00:55:00,27,45.5,45,-1,0,0
2018-02-05 00:56:00,29,47,48,-1,0,0
2018-02-05 00:57:00,28,47,47,-1,0,0
2018-02-05 00:58:00,29,46.5,48,-1,0,0
2018-02-05 00:59:00,29,47,48,-1,0,0
2018-02-05 01:00:00,28,46,46,-1,0,0
2018-02-05 01:01:00,29,46.5,48,-1,0,0
